gene_id	gene_name	gene_type	bp_length
ENSG00000121207.11	LRAT	protein_coding	7562
ENSG00000151962.7	RBM46	protein_coding	4027
ENSG00000185149.5	NPY2R	protein_coding	3628
ENSG00000164114.18	MAP9	protein_coding	8857
ENSG00000164116.16	GUCY1A3	protein_coding	5766
ENSG00000061918.12	GUCY1B3	protein_coding	3724
ENSG00000151790.8	TDO2	protein_coding	5264
ENSG00000256043.2	CTSO	protein_coding	2954
ENSG00000145431.10	PDGFC	protein_coding	5593
ENSG00000109738.10	GLRB	protein_coding	3459
ENSG00000120251.18	GRIA2	protein_coding	8941
ENSG00000164125.15	FAM198B	protein_coding	7880
ENSG00000164124.10	TMEM144	protein_coding	9243
ENSG00000171509.15	RXFP1	protein_coding	5684
ENSG00000205208.4	C4orf46	protein_coding	3730
ENSG00000171503.11	ETFDH	protein_coding	4493
ENSG00000171497.4	PPID	protein_coding	2509
ENSG00000052795.12	FNIP2	protein_coding	10868
ENSG00000109756.8	RAPGEF2	protein_coding	12005
ENSG00000168843.13	FSTL5	protein_coding	5355
ENSG00000145414.8	NAF1	protein_coding	4808
ENSG00000164128.6	NPY1R	protein_coding	4180
ENSG00000164129.11	NPY5R	protein_coding	3291
ENSG00000151005.4	TKTL2	protein_coding	2654
ENSG00000198498.9	TMA16	protein_coding	3513
ENSG00000145416.13	MARCH1	protein_coding	10421
ENSG00000248771.5	LINC01207	protein_coding	3190
ENSG00000248329.5	APELA	protein_coding	3089
ENSG00000250486.3	FAM218A	protein_coding	2175
ENSG00000183439.7	TRIM61	protein_coding	1582
ENSG00000170088.13	TMEM192	protein_coding	10241
ENSG00000229894.4	GK3P	protein_coding	1868
ENSG00000109466.13	KLHL2	protein_coding	3872
ENSG00000052802.12	MSMO1	protein_coding	2892
ENSG00000109472.13	CPE	protein_coding	2958
ENSG00000038295.7	TLL1	protein_coding	7522
ENSG00000196104.10	SPOCK3	protein_coding	4482
ENSG00000109511.11	ANXA10	protein_coding	1812
ENSG00000137628.16	DDX60	protein_coding	6750
ENSG00000181381.13	DDX60L	protein_coding	12156
ENSG00000129116.17	PALLD	protein_coding	10114
ENSG00000145439.11	CBR4	protein_coding	5110
ENSG00000154447.14	SH3RF1	protein_coding	5624
ENSG00000137601.16	NEK1	protein_coding	8308
ENSG00000109572.13	CLCN3	protein_coding	8123
ENSG00000056050.6	HPF1	protein_coding	1436
ENSG00000198948.11	MFAP3L	protein_coding	8741
ENSG00000109576.13	AADAT	protein_coding	2981
ENSG00000174473.15	GALNTL6	protein_coding	9242
ENSG00000109586.11	GALNT7	protein_coding	6865
ENSG00000164104.11	HMGB2	protein_coding	2775
ENSG00000164105.3	SAP30	protein_coding	1320
ENSG00000164106.7	SCRG1	protein_coding	5396
ENSG00000164107.8	HAND2	protein_coding	3601
ENSG00000164117.13	FBXO8	protein_coding	2810
ENSG00000164118.12	CEP44	protein_coding	7132
ENSG00000164120.13	HPGD	protein_coding	5529
ENSG00000145451.12	GLRA3	protein_coding	9599
ENSG00000168594.15	ADAM29	protein_coding	5957
ENSG00000150625.16	GPM6A	protein_coding	7040
ENSG00000150627.15	WDR17	protein_coding	7808
ENSG00000150628.6	SPATA4	protein_coding	2464
ENSG00000164122.8	ASB5	protein_coding	4064
ENSG00000129128.12	SPCS3	protein_coding	6831
ENSG00000150630.3	VEGFC	protein_coding	2420
ENSG00000109674.3	NEIL3	protein_coding	2959
ENSG00000038002.8	AGA	protein_coding	2675
ENSG00000218336.8	TENM3	protein_coding	11983
ENSG00000129187.14	DCTD	protein_coding	3466
ENSG00000177300.6	CLDN22	protein_coding	2581
ENSG00000151718.15	WWC2	protein_coding	9966
ENSG00000168564.5	CDKN2AIP	protein_coding	3193
ENSG00000168556.6	ING2	protein_coding	1426
ENSG00000182552.14	RWDD4	protein_coding	2776
ENSG00000168538.15	TRAPPC11	protein_coding	5841
ENSG00000173320.11	STOX2	protein_coding	11316
ENSG00000164303.10	ENPP6	protein_coding	4703
ENSG00000168310.10	IRF2	protein_coding	3116
ENSG00000164305.18	CASP3	protein_coding	2899
ENSG00000164306.10	PRIMPOL	protein_coding	2843
ENSG00000151725.11	CENPU	protein_coding	2953
ENSG00000151726.13	ACSL1	protein_coding	6284
ENSG00000151729.10	SLC25A4	protein_coding	4844
ENSG00000164323.12	CFAP97	protein_coding	6886
ENSG00000109762.15	SNX25	protein_coding	4567
ENSG00000109771.15	LRP2BP	protein_coding	7360
ENSG00000186352.8	ANKRD37	protein_coding	2580
ENSG00000109775.10	UFSP2	protein_coding	2781
ENSG00000205129.8	C4orf47	protein_coding	1366
ENSG00000168491.9	CCDC110	protein_coding	3388
ENSG00000154553.13	PDLIM3	protein_coding	9117
ENSG00000154556.17	SORBS2	protein_coding	16730
ENSG00000164342.12	TLR3	protein_coding	6724
ENSG00000109794.13	FAM149A	protein_coding	5218
ENSG00000145476.15	CYP4V2	protein_coding	9807
ENSG00000164344.15	KLKB1	protein_coding	2953
ENSG00000083857.13	FAT1	protein_coding	16177
ENSG00000179059.9	ZFP42	protein_coding	2656
ENSG00000179046.8	TRIML2	protein_coding	3050
ENSG00000109536.11	FRG1	protein_coding	1707
ENSG00000205097.6	FRG2	protein_coding	2103
ENSG00000153404.14	PLEKHG4B	protein_coding	13304
ENSG00000185028.3	LRRC14B	protein_coding	1573
ENSG00000164366.3	CCDC127	protein_coding	9701
ENSG00000073578.16	SDHA	protein_coding	8383
ENSG00000249915.7	PDCD6	protein_coding	9493
ENSG00000063438.16	AHRR	protein_coding	7678
ENSG00000180104.15	EXOC3	protein_coding	8182
ENSG00000066230.10	SLC9A3	protein_coding	2783
ENSG00000112877.7	CEP72	protein_coding	3658
ENSG00000171368.11	TPPP	protein_coding	6022
ENSG00000206077.10	ZDHHC11B	protein_coding	4840
ENSG00000188818.12	ZDHHC11	protein_coding	6953
ENSG00000028310.17	BRD9	protein_coding	9572
ENSG00000071539.13	TRIP13	protein_coding	3560
ENSG00000145506.13	NKD2	protein_coding	2885
ENSG00000113504.20	SLC12A7	protein_coding	5984
ENSG00000164362.18	TERT	protein_coding	4616
ENSG00000049656.13	CLPTM1L	protein_coding	6557
ENSG00000142319.17	SLC6A3	protein_coding	4461
ENSG00000153395.9	LPCAT1	protein_coding	6494
ENSG00000171421.12	MRPL36	protein_coding	1394
ENSG00000145494.11	NDUFS6	protein_coding	1451
ENSG00000113430.9	IRX4	protein_coding	2815
ENSG00000170561.12	IRX2	protein_coding	3384
ENSG00000186493.11	C5orf38	protein_coding	1925
ENSG00000170549.3	IRX1	protein_coding	1858
ENSG00000145536.15	ADAMTS16	protein_coding	5863
ENSG00000164151.11	ICE1	protein_coding	8678
ENSG00000133398.3	MED10	protein_coding	1880
ENSG00000215218.3	UBE2QL1	protein_coding	4317
ENSG00000037474.14	NSUN2	protein_coding	5506
ENSG00000145545.11	SRD5A1	protein_coding	7715
ENSG00000112941.13	PAPD7	protein_coding	6785
ENSG00000078295.16	ADCY2	protein_coding	17538
ENSG00000215217.6	C5orf49	protein_coding	2385
ENSG00000124279.11	FASTKD3	protein_coding	2857
ENSG00000124275.14	MTRR	protein_coding	6498
ENSG00000112902.11	SEMA5A	protein_coding	12097
ENSG00000150756.13	FAM173B	protein_coding	2462
ENSG00000150753.11	CCT5	protein_coding	5839
ENSG00000164237.8	CMBL	protein_coding	3324
ENSG00000145495.15	MARCH6	protein_coding	11336
ENSG00000145491.11	ROPN1L	protein_coding	1817
ENSG00000164236.11	ANKRD33B	protein_coding	9783
ENSG00000112977.15	DAP	protein_coding	3361
ENSG00000169862.18	CTNND2	protein_coding	6863
ENSG00000039139.9	DNAH5	protein_coding	16475
ENSG00000038382.18	TRIO	protein_coding	17500
ENSG00000145569.5	FAM105A	protein_coding	4074
ENSG00000154124.4	OTULIN	protein_coding	8614
ENSG00000154122.12	ANKH	protein_coding	10865
ENSG00000183580.9	FBXL7	protein_coding	4854
ENSG00000183654.8	MARCH11	protein_coding	1861
ENSG00000173545.4	ZNF622	protein_coding	1699
ENSG00000154153.13	FAM134B	protein_coding	4568
ENSG00000145555.14	MYO10	protein_coding	13963
ENSG00000176788.8	BASP1	protein_coding	2217
ENSG00000283740.1	RP11-432M8.22	protein_coding	1201
ENSG00000249156.2	RP11-432M8.9	protein_coding	1088
ENSG00000145526.11	CDH18	protein_coding	4853
ENSG00000154162.14	CDH12	protein_coding	5928
ENSG00000040731.10	CDH10	protein_coding	3660
ENSG00000113361.12	CDH6	protein_coding	12379
ENSG00000113360.16	DROSHA	protein_coding	7780
ENSG00000082213.17	C5orf22	protein_coding	4172
ENSG00000133401.15	PDZD2	protein_coding	15642
ENSG00000113384.13	GOLPH3	protein_coding	2785
ENSG00000150712.10	MTMR12	protein_coding	5545
ENSG00000056097.15	ZFR	protein_coding	6792
ENSG00000113387.11	SUB1	protein_coding	9324
ENSG00000113389.15	NPR3	protein_coding	9866
ENSG00000113407.13	TARS	protein_coding	5718
ENSG00000151388.10	ADAMTS12	protein_coding	9778
ENSG00000164175.14	SLC45A2	protein_coding	3267
ENSG00000242110.7	AMACR	protein_coding	4838
ENSG00000082196.20	C1QTNF3	protein_coding	3576
ENSG00000273294.1	C1QTNF3-AMACR	protein_coding	3424
ENSG00000039560.13	RAI14	protein_coding	7687
ENSG00000205838.13	TTC23L	protein_coding	4289
ENSG00000113456.18	RAD1	protein_coding	6766
ENSG00000113460.12	BRIX1	protein_coding	5011
ENSG00000168724.14	DNAJC21	protein_coding	9137
ENSG00000113492.13	AGXT2	protein_coding	3952
ENSG00000113494.16	PRLR	protein_coding	13108
ENSG00000152582.13	SPEF2	protein_coding	16140
ENSG00000168685.14	IL7R	protein_coding	6060
ENSG00000152611.11	CAPSL	protein_coding	1135
ENSG00000145626.11	UGT3A1	protein_coding	8485
ENSG00000168671.9	UGT3A2	protein_coding	2694
ENSG00000164187.6	LMBRD2	protein_coding	8421
ENSG00000145604.15	SKP2	protein_coding	3837
ENSG00000152620.12	NADK2	protein_coding	4885
ENSG00000164188.8	RANBP3L	protein_coding	3363
ENSG00000079215.13	SLC1A3	protein_coding	6265
ENSG00000164190.17	NIPBL	protein_coding	12529
ENSG00000197603.13	C5orf42	protein_coding	15146
ENSG00000113569.15	NUP155	protein_coding	9233
ENSG00000082068.8	WDR70	protein_coding	7039
ENSG00000168621.14	GDNF	protein_coding	4273
ENSG00000164318.17	EGFLAM	protein_coding	5724
ENSG00000113594.9	LIFR	protein_coding	11864
ENSG00000145623.12	OSMR	protein_coding	7174
ENSG00000164327.12	RICTOR	protein_coding	13550
ENSG00000082074.15	FYB	protein_coding	6100
ENSG00000113600.10	C9	protein_coding	2951
ENSG00000153071.14	DAB2	protein_coding	7717
ENSG00000171522.5	PTGER4	protein_coding	3961
ENSG00000113638.13	TTC33	protein_coding	6821
ENSG00000132356.11	PRKAA1	protein_coding	6563
ENSG00000145592.13	RPL37	protein_coding	8153
ENSG00000132357.13	CARD6	protein_coding	4399
ENSG00000112936.18	C7	protein_coding	5223
ENSG00000039537.13	C6	protein_coding	4739
ENSG00000182836.9	PLCXD3	protein_coding	7731
ENSG00000083720.12	OXCT1	protein_coding	4194
ENSG00000205765.8	C5orf51	protein_coding	5572
ENSG00000151876.12	FBXO4	protein_coding	3014
ENSG00000112964.13	GHR	protein_coding	6610
ENSG00000198865.9	CCDC152	protein_coding	3431
ENSG00000250722.5	SELENOP	protein_coding	5688
ENSG00000177721.4	ANXA2R	protein_coding	2386
ENSG00000172262.11	ZNF131	protein_coding	8516
ENSG00000177453.7	NIM1K	protein_coding	3619
ENSG00000112972.14	HMGCS1	protein_coding	4702
ENSG00000151882.11	CCL28	protein_coding	4524
ENSG00000151881.14	TMEM267	protein_coding	3158
ENSG00000172244.8	C5orf34	protein_coding	3011
ENSG00000172239.13	PAIP1	protein_coding	3391
ENSG00000112992.16	NNT	protein_coding	8245
ENSG00000070193.4	FGF10	protein_coding	3011
ENSG00000112996.10	MRPS30	protein_coding	6202
ENSG00000164588.6	HCN1	protein_coding	13704
ENSG00000170571.11	EMB	protein_coding	5257
ENSG00000151883.17	PARP8	protein_coding	10056
ENSG00000016082.14	ISL1	protein_coding	2882
ENSG00000152684.10	PELO	protein_coding	4349
ENSG00000213949.8	ITGA1	protein_coding	18566
ENSG00000164171.10	ITGA2	protein_coding	7910
ENSG00000164172.18	MOCS2	protein_coding	6010
ENSG00000134363.11	FST	protein_coding	2969
ENSG00000164258.11	NDUFS4	protein_coding	1176
ENSG00000185305.10	ARL15	protein_coding	3797
ENSG00000169271.2	HSPB3	protein_coding	784
ENSG00000178996.13	SNX18	protein_coding	6653
ENSG00000164283.12	ESM1	protein_coding	2695
ENSG00000113088.5	GZMK	protein_coding	1570
ENSG00000145649.7	GZMA	protein_coding	894
ENSG00000164294.13	GPX8	protein_coding	3868
ENSG00000164287.12	CDC20B	protein_coding	4496
ENSG00000234602.7	MCIDAS	protein_coding	2091
ENSG00000152669.8	CCNO	protein_coding	1809
ENSG00000067248.9	DHX29	protein_coding	4734
ENSG00000039123.15	SKIV2L2	protein_coding	6578
ENSG00000067113.16	PLPP1	protein_coding	2016
ENSG00000177058.11	SLC38A9	protein_coding	8823
ENSG00000164509.13	IL31RA	protein_coding	4576
ENSG00000134352.19	IL6ST	protein_coding	9292
ENSG00000164512.17	ANKRD55	protein_coding	2979
ENSG00000225940.5	C5orf67	protein_coding	767
ENSG00000095015.5	MAP3K1	protein_coding	7716
ENSG00000155542.11	SETD9	protein_coding	2711
ENSG00000155545.19	MIER3	protein_coding	5763
ENSG00000062194.15	GPBP1	protein_coding	6472
ENSG00000169067.3	ACTBL2	protein_coding	2794
ENSG00000145632.14	PLK2	protein_coding	4768
ENSG00000175857.8	GAPT	protein_coding	3273
ENSG00000152932.7	RAB3C	protein_coding	9656
ENSG00000113448.18	PDE4D	protein_coding	16308
ENSG00000035499.12	DEPDC1B	protein_coding	3806
ENSG00000164181.13	ELOVL7	protein_coding	4576
ENSG00000049167.13	ERCC8	protein_coding	4847
ENSG00000164182.10	NDUFAF2	protein_coding	1017
ENSG00000188725.7	SMIM15	protein_coding	2889
ENSG00000130449.5	ZSWIM6	protein_coding	5501
ENSG00000086189.9	DIMT1	protein_coding	3736
ENSG00000068796.16	KIF2A	protein_coding	4774
ENSG00000186105.7	LRRC70	protein_coding	2249
ENSG00000086200.16	IPO11	protein_coding	7540
ENSG00000164197.11	RNF180	protein_coding	5434
ENSG00000186479.4	RGS7BP	protein_coding	4379
ENSG00000153006.15	SREK1IP1	protein_coding	7537
ENSG00000153015.15	CWC27	protein_coding	3740
ENSG00000049192.14	ADAMTS6	protein_coding	8567
ENSG00000123219.12	CENPK	protein_coding	4312
ENSG00000113593.11	PPWD1	protein_coding	3777
ENSG00000113595.14	TRIM23	protein_coding	4807
ENSG00000253251.2	CTC-534A2.2	protein_coding	1964
ENSG00000113597.17	TRAPPC13	protein_coding	7049
ENSG00000197860.9	SGTB	protein_coding	5748
ENSG00000123213.22	NLN	protein_coding	10948
ENSG00000112851.14	ERBIN	protein_coding	10216
ENSG00000153914.15	SREK1	protein_coding	18240
ENSG00000069020.18	MAST4	protein_coding	14675
ENSG00000134061.5	CD180	protein_coding	5668
ENSG00000145675.14	PIK3R1	protein_coding	10767
ENSG00000145740.18	SLC30A5	protein_coding	5784
ENSG00000134057.14	CCNB1	protein_coding	2558
ENSG00000153044.9	CENPH	protein_coding	2244
ENSG00000134056.11	MRPS36	protein_coding	1530
ENSG00000134058.11	CDK7	protein_coding	2416
ENSG00000183323.12	CCDC125	protein_coding	7932
ENSG00000273841.4	TAF9	protein_coding	2577
ENSG00000085231.13	AK6	protein_coding	2162
ENSG00000152942.18	RAD17	protein_coding	4159
ENSG00000152939.14	MARVELD2	protein_coding	4898
ENSG00000197822.10	OCLN	protein_coding	6761
ENSG00000183474.15	GTF2H2C	protein_coding	6989
ENSG00000205572.9	SERF1B	protein_coding	3051
ENSG00000205571.13	SMN2	protein_coding	3011
ENSG00000172058.15	SERF1A	protein_coding	3285
ENSG00000172062.16	SMN1	protein_coding	3097
ENSG00000249437.7	NAIP	protein_coding	9513
ENSG00000145736.14	GTF2H2	protein_coding	8676
ENSG00000145734.18	BDP1	protein_coding	12436
ENSG00000131844.15	MCCC2	protein_coding	6034
ENSG00000164326.4	CARTPT	protein_coding	1216
ENSG00000131711.14	MAP1B	protein_coding	12630
ENSG00000113048.16	MRPS27	protein_coding	6511
ENSG00000049883.14	PTCD2	protein_coding	12115
ENSG00000178175.11	ZNF366	protein_coding	3975
ENSG00000083312.17	TNPO1	protein_coding	11977
ENSG00000157107.13	FCHO2	protein_coding	6127
ENSG00000157111.12	TMEM171	protein_coding	1535
ENSG00000251493.4	FOXD1	protein_coding	2623
ENSG00000145741.15	BTF3	protein_coding	2467
ENSG00000164331.9	ANKRA2	protein_coding	2659
ENSG00000164338.9	UTP15	protein_coding	6321
ENSG00000214944.9	ARHGEF28	protein_coding	15617
ENSG00000171617.13	ENC1	protein_coding	5858
ENSG00000049860.13	HEXB	protein_coding	5067
ENSG00000164347.17	GFM2	protein_coding	4197
ENSG00000164346.9	NSA2	protein_coding	4962
ENSG00000198780.11	FAM169A	protein_coding	6860
ENSG00000176928.5	GCNT4	protein_coding	5554
ENSG00000145700.9	ANKRD31	protein_coding	6273
ENSG00000113161.15	HMGCR	protein_coding	6215
ENSG00000113163.15	COL4A3BP	protein_coding	8697
ENSG00000122008.15	POLK	protein_coding	9105
ENSG00000189045.13	ANKDD1B	protein_coding	3287
ENSG00000152359.14	POC5	protein_coding	3448
ENSG00000254893.5	AC113404.1	protein_coding	1917
ENSG00000122012.13	SV2C	protein_coding	12028
ENSG00000164220.6	F2RL2	protein_coding	3429
ENSG00000145703.15	IQGAP2	protein_coding	7904
ENSG00000181104.6	F2R	protein_coding	4066
ENSG00000164251.4	F2RL1	protein_coding	2958
ENSG00000145708.10	CRHBP	protein_coding	2803
ENSG00000164252.12	AGGF1	protein_coding	5051
ENSG00000132846.5	ZBED3	protein_coding	6514
ENSG00000113231.13	PDE8B	protein_coding	6944
ENSG00000164253.13	WDR41	protein_coding	7230
ENSG00000171540.7	OTP	protein_coding	4451
ENSG00000171530.13	TBCA	protein_coding	3058
ENSG00000132842.13	AP3B1	protein_coding	7310
ENSG00000085365.17	SCAMP1	protein_coding	5106
ENSG00000145685.13	LHFPL2	protein_coding	7977
ENSG00000113273.15	ARSB	protein_coding	7189
ENSG00000132840.9	BHMT2	protein_coding	3182
ENSG00000145692.14	BHMT	protein_coding	3519
ENSG00000132837.14	DMGDH	protein_coding	5254
ENSG00000152409.8	JMY	protein_coding	9042
ENSG00000152413.14	HOMER1	protein_coding	6154
ENSG00000164329.13	PAPD4	protein_coding	5508
ENSG00000164309.14	CMYA5	protein_coding	14179
ENSG00000177034.14	MTX3	protein_coding	7916
ENSG00000113296.14	THBS4	protein_coding	4605
ENSG00000164300.16	SERINC5	protein_coding	9570
ENSG00000039319.16	ZFYVE16	protein_coding	11461
ENSG00000152380.9	FAM151B	protein_coding	3109
ENSG00000189127.7	ANKRD34B	protein_coding	4024
ENSG00000228716.6	DHFR	protein_coding	4409
ENSG00000113318.9	MSH3	protein_coding	4709
ENSG00000113319.12	RASGRF2	protein_coding	10717
ENSG00000131730.15	CKMT2	protein_coding	2736
ENSG00000131732.11	ZCCHC9	protein_coding	5127
ENSG00000145687.16	SSBP2	protein_coding	11284
ENSG00000152348.15	ATG10	protein_coding	5449
ENSG00000186468.12	RPS23	protein_coding	4204
ENSG00000205464.11	ATP6AP1L	protein_coding	7185
ENSG00000174695.9	TMEM167A	protein_coding	4908
ENSG00000152422.15	XRCC4	protein_coding	2676
ENSG00000038427.15	VCAN	protein_coding	14831
ENSG00000145681.10	HAPLN1	protein_coding	6956
ENSG00000164176.12	EDIL3	protein_coding	5738
ENSG00000127184.12	COX7C	protein_coding	1993
ENSG00000145715.14	RASA1	protein_coding	5232
ENSG00000134480.13	CCNH	protein_coding	4660
ENSG00000164180.13	TMEM161B	protein_coding	9598
ENSG00000081189.15	MEF2C	protein_coding	11755
ENSG00000153140.8	CETN3	protein_coding	3106
ENSG00000176055.9	MBLAC2	protein_coding	5676
ENSG00000113356.11	POLR3G	protein_coding	4019
ENSG00000176018.12	LYSMD3	protein_coding	4459
ENSG00000164199.16	ADGRV1	protein_coding	33822
ENSG00000113369.8	ARRDC3	protein_coding	4934
ENSG00000175745.11	NR2F1	protein_coding	4201
ENSG00000248483.6	POU5F2	protein_coding	8418
ENSG00000113391.18	FAM172A	protein_coding	5071
ENSG00000185261.14	KIAA0825	protein_coding	10403
ENSG00000133302.12	SLF1	protein_coding	7185
ENSG00000175471.19	MCTP1	protein_coding	12089
ENSG00000153347.9	FAM81B	protein_coding	2495
ENSG00000198677.10	TTC37	protein_coding	8092
ENSG00000164291.16	ARSK	protein_coding	4314
ENSG00000178015.4	GPR150	protein_coding	2065
ENSG00000175449.13	RFESD	protein_coding	5062
ENSG00000145757.15	SPATA9	protein_coding	2811
ENSG00000173221.13	GLRX	protein_coding	6508
ENSG00000164292.12	RHOBTB3	protein_coding	8833
ENSG00000118985.15	ELL2	protein_coding	7328
ENSG00000175426.10	PCSK1	protein_coding	5307
ENSG00000153113.23	CAST	protein_coding	12448
ENSG00000164307.12	ERAP1	protein_coding	7945
ENSG00000164308.16	ERAP2	protein_coding	7422
ENSG00000113441.15	LNPEP	protein_coding	15266
ENSG00000145721.11	LIX1	protein_coding	4115
ENSG00000058729.10	RIOK2	protein_coding	5502
ENSG00000174136.11	RGMB	protein_coding	6671
ENSG00000153922.10	CHD1	protein_coding	10437
ENSG00000174132.8	FAM174A	protein_coding	1416
ENSG00000113532.12	ST8SIA4	protein_coding	7794
ENSG00000173930.8	SLCO4C1	protein_coding	5334
ENSG00000205359.9	SLCO6A1	protein_coding	2952
ENSG00000145730.20	PAM	protein_coding	8846
ENSG00000145723.16	GIN1	protein_coding	4182
ENSG00000145725.19	PPIP5K2	protein_coding	17270
ENSG00000181751.9	C5orf30	protein_coding	3568
ENSG00000112874.9	NUDT12	protein_coding	4304
ENSG00000184349.12	EFNA5	protein_coding	5703
ENSG00000145743.15	FBXL17	protein_coding	8125
ENSG00000151422.12	FER	protein_coding	13614
ENSG00000198961.9	PJA2	protein_coding	5217
ENSG00000112893.9	MAN2A1	protein_coding	11815
ENSG00000186952.14	TMEM232	protein_coding	9563
ENSG00000164209.16	SLC25A46	protein_coding	8283
ENSG00000145777.14	TSLP	protein_coding	4282
ENSG00000134987.11	WDR36	protein_coding	7656
ENSG00000152495.10	CAMK4	protein_coding	13910
ENSG00000164211.12	STARD4	protein_coding	5684
ENSG00000134986.13	NREP	protein_coding	9337
ENSG00000129595.12	EPB41L4A	protein_coding	8582
ENSG00000134982.16	APC	protein_coding	12440
ENSG00000258864.1	CTC-554D6.1	protein_coding	694
ENSG00000153037.13	SRP19	protein_coding	3598
ENSG00000272869.5	CTC-487M23.8	protein_coding	2174
ENSG00000212643.2	ZRSR1	protein_coding	1673
ENSG00000129625.12	REEP5	protein_coding	4230
ENSG00000172795.15	DCP2	protein_coding	9951
ENSG00000171444.17	MCC	protein_coding	10746
ENSG00000047188.15	YTHDC2	protein_coding	10816
ENSG00000080709.14	KCNN2	protein_coding	3864
ENSG00000152503.9	TRIM36	protein_coding	6113
ENSG00000164219.9	PGGT1B	protein_coding	10064
ENSG00000164221.12	CCDC112	protein_coding	3289
ENSG00000145780.7	FEM1C	protein_coding	5816
ENSG00000243414.5	TICAM2	protein_coding	3244
ENSG00000251201.8	TMED7-TICAM2	protein_coding	3728
ENSG00000134970.13	TMED7	protein_coding	3894
ENSG00000129596.4	CDO1	protein_coding	2189
ENSG00000145782.12	ATG12	protein_coding	8888
ENSG00000177879.15	AP3S1	protein_coding	3198
ENSG00000172901.19	LVRN	protein_coding	6636
ENSG00000268714.4	ARL14EPL	protein_coding	718
ENSG00000145781.8	COMMD10	protein_coding	2464
ENSG00000092421.16	SEMA6A	protein_coding	10956
ENSG00000169570.9	DTWD2	protein_coding	4617
ENSG00000172869.14	DMXL1	protein_coding	13680
ENSG00000145779.7	TNFAIP8	protein_coding	9591
ENSG00000133835.14	HSD17B4	protein_coding	8231
ENSG00000184838.14	PRR16	protein_coding	2274
ENSG00000181867.2	FTMT	protein_coding	879
ENSG00000151304.5	SRFBP1	protein_coding	3111
ENSG00000113083.13	LOX	protein_coding	5547
ENSG00000164185.5	ZNF474	protein_coding	2118
ENSG00000250803.6	CTC-441N14.4	protein_coding	3209
ENSG00000064692.18	SNCAIP	protein_coding	7325
ENSG00000205302.6	SNX2	protein_coding	4254
ENSG00000064652.10	SNX24	protein_coding	3550
ENSG00000168938.5	PPIC	protein_coding	2098
ENSG00000061455.10	PRDM6	protein_coding	9350
ENSG00000168944.15	CEP120	protein_coding	6057
ENSG00000151292.17	CSNK1G3	protein_coding	5000
ENSG00000168916.15	ZNF608	protein_coding	6922
ENSG00000155324.9	GRAMD3	protein_coding	5051
ENSG00000164904.17	ALDH7A1	protein_coding	17970
ENSG00000164902.13	PHAX	protein_coding	4319
ENSG00000113368.11	LMNB1	protein_coding	3633
ENSG00000173926.5	MARCH3	protein_coding	5179
ENSG00000164241.13	C5orf63	protein_coding	7190
ENSG00000145794.16	MEGF10	protein_coding	9007
ENSG00000164244.20	PRRC1	protein_coding	9064
ENSG00000205279.8	CTXN3	protein_coding	2105
ENSG00000230561.4	CCDC192	protein_coding	1901
ENSG00000064651.13	SLC12A2	protein_coding	10664
ENSG00000138829.11	FBN2	protein_coding	13196
ENSG00000113396.12	SLC27A6	protein_coding	3493
ENSG00000066583.11	ISOC1	protein_coding	1940
ENSG00000145808.9	ADAMTS19	protein_coding	5408
ENSG00000198108.3	CHSY3	protein_coding	3938
ENSG00000169567.11	HINT1	protein_coding	1936
ENSG00000186687.15	LYRM7	protein_coding	6351
ENSG00000158985.13	CDC42SE2	protein_coding	6024
ENSG00000158987.20	RAPGEF6	protein_coding	11125
ENSG00000273217.1	CTC-432M15.3	protein_coding	6393
ENSG00000217128.11	FNIP1	protein_coding	7942
ENSG00000239642.5	MEIKIN	protein_coding	1671
ENSG00000281938.1	CTB-127M13.1	protein_coding	3126
ENSG00000164398.12	ACSL6	protein_coding	13013
ENSG00000131435.12	PDLIM4	protein_coding	3192
ENSG00000072682.18	P4HA2	protein_coding	8502
ENSG00000197208.5	SLC22A4	protein_coding	2688
ENSG00000197375.12	SLC22A5	protein_coding	12788
ENSG00000197536.11	C5orf56	protein_coding	9728
ENSG00000125347.13	IRF1	protein_coding	7799
ENSG00000283782.1	AC116366.7	protein_coding	8961
ENSG00000113522.13	RAD50	protein_coding	9771
ENSG00000169194.9	IL13	protein_coding	2887
ENSG00000131437.15	KIF3A	protein_coding	6860
ENSG00000205089.7	CCNI2	protein_coding	3162
ENSG00000164402.13	SEPT8	protein_coding	7711
ENSG00000198944.5	SOWAHA	protein_coding	3211
ENSG00000164403.14	SHROOM1	protein_coding	4420
ENSG00000164404.8	GDF9	protein_coding	3279
ENSG00000164405.10	UQCRQ	protein_coding	1472
ENSG00000164406.7	LEAP2	protein_coding	2405
ENSG00000072364.12	AFF4	protein_coding	11297
ENSG00000155329.11	ZCCHC10	protein_coding	2559
ENSG00000170606.14	HSPA4	protein_coding	5153
ENSG00000053108.16	FSTL4	protein_coding	6734
ENSG00000113583.7	C5orf15	protein_coding	2422
ENSG00000213585.10	VDAC1	protein_coding	3163
ENSG00000081059.19	TCF7	protein_coding	10063
ENSG00000113558.18	SKP1	protein_coding	12771
ENSG00000272772.1	CTD-2410N18.5	protein_coding	483
ENSG00000113575.9	PPP2CA	protein_coding	5661
ENSG00000006837.11	CDKL3	protein_coding	3057
ENSG00000119048.7	UBE2B	protein_coding	3291
